datetime,open,high,low,close
2024-01-19 08:00:00,1.08791,1.08837,1.08764,1.0881
2024-01-19 12:00:00,1.08791,1.08853,1.08689,1.0875
2024-01-19 16:00:00,1.08791,1.08922,1.08713,1.08844
2024-01-19 20:00:00,1.08791,1.088,1.08778,1.08786
2024-01-22 00:00:00,1.08923,1.08999,1.08877,1.08954
2024-01-22 04:00:00,1.08923,1.08958,1.08865,1.089
2024-01-22 08:00:00,1.08923,1.09018,1.08803,1.0886
2024-01-22 12:00:00,1.08923,1.08971,1.08843,1.08891
2024-01-22 16:00:00,1.08923,1.09004,1.08803,1.08869
2024-01-22 20:00:00,1.08923,1.08987,1.08816,1.0888
2024-01-23 00:00:00,1.08802,1.0882,1.08791,1.08809
2024-01-23 04:00:00,1.08802,1.08837,1.08744,1.08779
2024-01-23 08:00:00,1.08802,1.089,1.08743,1.08841
2024-01-23 12:00:00,1.08802,1.08861,1.08767,1.08826
2024-01-23 16:00:00,1.08802,1.0891,1.08737,1.08845
2024-01-23 20:00:00,1.08802,1.08918,1.08732,1.08849
2024-01-24 00:00:00,1.08579,1.08589,1.08572,1.08583
2024-01-24 04:00:00,1.08579,1.08637,1.08519,1.0854
2024-01-24 08:00:00,1.08579,1.08777,1.08519,1.08658
2024-01-24 12:00:00,1.08579,1.08673,1.08519,1.08516
2024-01-24 16:00:00,1.08579,1.08599,1.08545,1.08565
2024-01-24 20:00:00,1.08579,1.08662,1.08519,1.08524
2024-01-25 00:00:00,1.08817,1.0882,1.08816,1.08819
2024-01-25 04:00:00,1.08817,1.0894,1.08744,1.08867
2024-01-25 08:00:00,1.08817,1.08824,1.08807,1.08813
2024-01-25 12:00:00,1.08817,1.08833,1.08791,1.08807
2024-01-25 16:00:00,1.08817,1.08858,1.0875,1.08791
2024-01-25 20:00:00,1.08817,1.08919,1.08648,1.0875
2024-01-26 00:00:00,1.0847,1.0856,1.08417,1.08506
2024-01-26 04:00:00,1.0847,1.08571,1.0841,1.08511
2024-01-26 08:00:00,1.0847,1.08516,1.08443,1.08489
2024-01-26 12:00:00,1.0847,1.08631,1.08374,1.08535
2024-01-26 16:00:00,1.0847,1.08559,1.08324,1.08412
2024-01-26 20:00:00,1.0847,1.08542,1.08351,1.08423
2024-01-29 00:00:00,1.08435,1.08498,1.08352,1.08491
2024-01-29 04:00:00,1.08435,1.08498,1.08397,1.08461
2024-01-29 08:00:00,1.08435,1.08442,1.08431,1.08438
2024-01-29 12:00:00,1.08435,1.08498,1.0837,1.08479
2024-01-29 16:00:00,1.08435,1.08498,1.08369,1.08479
2024-01-29 20:00:00,1.08435,1.08457,1.08422,1.08444
2024-01-30 00:00:00,1.08345,1.08421,1.08299,1.08375
2024-01-30 04:00:00,1.08345,1.08405,1.08244,1.08305
2024-01-30 08:00:00,1.08345,1.08426,1.08296,1.08377
2024-01-30 12:00:00,1.08345,1.08369,1.08304,1.08329
2024-01-30 16:00:00,1.08345,1.08392,1.08316,1.08364
2024-01-30 20:00:00,1.08345,1.08385,1.08321,1.08361
2024-01-31 00:00:00,1.08434,1.08478,1.08407,1.08452
2024-01-31 04:00:00,1.08434,1.08515,1.08385,1.08466
2024-01-31 08:00:00,1.08434,1.08536,1.08265,1.08366
2024-01-31 12:00:00,1.08434,1.08503,1.08319,1.08388
2024-01-31 16:00:00,1.08434,1.08482,1.08353,1.08402
2024-01-31 20:00:00,1.08434,1.0862,1.08322,1.08509
2024-02-01 00:00:00,1.08039,1.08102,1.08001,1.08064
2024-02-01 04:00:00,1.08039,1.08117,1.07909,1.07987
2024-02-01 08:00:00,1.08039,1.08112,1.07996,1.08068
2024-02-01 12:00:00,1.08039,1.08176,1.07957,1.08094
2024-02-01 16:00:00,1.08039,1.08199,1.07943,1.08103
2024-02-01 20:00:00,1.08039,1.08109,1.07922,1.07992
2024-02-02 00:00:00,1.08746,1.08926,1.08639,1.08818
2024-02-02 04:00:00,1.08746,1.08811,1.08639,1.08704
2024-02-02 08:00:00,1.08746,1.0883,1.08608,1.08691
2024-02-02 12:00:00,1.08746,1.08799,1.08715,1.08767
2024-02-02 16:00:00,1.08746,1.08858,1.08561,1.08672
2024-02-02 20:00:00,1.08746,1.08865,1.08675,1.08794
2024-02-05 00:00:00,1.078,1.07875,1.07658,1.07743
2024-02-05 04:00:00,1.078,1.07875,1.07635,1.07734
2024-02-05 08:00:00,1.078,1.07875,1.07724,1.07851
2024-02-05 12:00:00,1.078,1.07875,1.07689,1.07875
2024-02-05 16:00:00,1.078,1.07875,1.07738,1.07842
2024-02-05 20:00:00,1.078,1.07875,1.07724,1.07852
2024-02-06 00:00:00,1.07418,1.07593,1.07313,1.07488
2024-02-06 04:00:00,1.07418,1.07439,1.07384,1.07405
2024-02-06 08:00:00,1.07418,1.07462,1.07346,1.07389
2024-02-06 12:00:00,1.07418,1.07501,1.07369,1.07451
2024-02-06 16:00:00,1.07418,1.07469,1.07388,1.07439
2024-02-06 20:00:00,1.07418,1.07492,1.07374,1.07448
2024-02-07 00:00:00,1.07572,1.07657,1.07564,1.07606
2024-02-07 04:00:00,1.07572,1.07658,1.07564,1.07606
2024-02-07 08:00:00,1.07572,1.07639,1.07564,1.07528
2024-02-07 12:00:00,1.07572,1.07672,1.07564,1.07505
2024-02-07 16:00:00,1.07572,1.07572,1.07572,1.07572
2024-02-07 20:00:00,1.07572,1.07748,1.07564,1.07642
2024-02-08 00:00:00,1.07757,1.07851,1.07701,1.07795
2024-02-08 04:00:00,1.07757,1.07838,1.07623,1.07704
2024-02-08 08:00:00,1.07757,1.07861,1.07584,1.07688
2024-02-08 12:00:00,1.07757,1.07791,1.07738,1.07771
2024-02-08 16:00:00,1.07757,1.07791,1.07737,1.07771
2024-02-08 20:00:00,1.07757,1.07827,1.07716,1.07785
2024-02-09 00:00:00,1.07773,1.07834,1.07669,1.07731
2024-02-09 04:00:00,1.07773,1.07785,1.07752,1.07764
2024-02-09 08:00:00,1.07773,1.07852,1.07725,1.07804
2024-02-09 12:00:00,1.07773,1.07854,1.07639,1.07718
2024-02-09 16:00:00,1.07773,1.07848,1.07647,1.07723
2024-02-09 20:00:00,1.07773,1.07787,1.07748,1.07763
2024-02-12 00:00:00,1.07982,1.08042,1.07882,1.07942
2024-02-12 04:00:00,1.07982,1.08054,1.07881,1.08049
2024-02-12 08:00:00,1.07982,1.08054,1.07858,1.07932
2024-02-12 12:00:00,1.07982,1.08006,1.07942,1.07966
2024-02-12 16:00:00,1.07982,1.08054,1.07906,1.08033
2024-02-12 20:00:00,1.07982,1.08054,1.07797,1.07908
2024-02-13 00:00:00,1.07723,1.0779,1.07682,1.0775
2024-02-13 04:00:00,1.07723,1.07839,1.07528,1.07645
2024-02-13 08:00:00,1.07723,1.07894,1.0762,1.07791
2024-02-13 12:00:00,1.07723,1.07815,1.07568,1.07661
2024-02-13 16:00:00,1.07723,1.07806,1.07583,1.07667
2024-02-13 20:00:00,1.07723,1.07766,1.07697,1.0774
2024-02-14 00:00:00,1.07089,1.07228,1.07006,1.07145
2024-02-14 04:00:00,1.07089,1.07105,1.07064,1.07079
2024-02-14 08:00:00,1.07089,1.07098,1.07075,1.07084
2024-02-14 12:00:00,1.07089,1.07224,1.07009,1.07143
2024-02-14 16:00:00,1.07089,1.07093,1.07087,1.07091
2024-02-14 20:00:00,1.07089,1.07099,1.07074,1.07083
2024-02-15 00:00:00,1.07321,1.07371,1.07252,1.07288
2024-02-15 04:00:00,1.07321,1.07354,1.07266,1.07299
2024-02-15 08:00:00,1.07321,1.07363,1.07253,1.07294
2024-02-15 12:00:00,1.07321,1.07349,1.07305,1.07332
2024-02-15 16:00:00,1.07321,1.07434,1.07254,1.07367
2024-02-15 20:00:00,1.07321,1.0741,1.07268,1.07357
2024-02-16 00:00:00,1.07739,1.07805,1.07696,1.07767
2024-02-16 04:00:00,1.07739,1.07805,1.07636,1.07807
2024-02-16 08:00:00,1.07739,1.07805,1.07651,1.07798
2024-02-16 12:00:00,1.07739,1.07805,1.07637,1.07807
2024-02-16 16:00:00,1.07739,1.07805,1.07556,1.07666
2024-02-16 20:00:00,1.07739,1.07764,1.07696,1.07722
2024-02-19 00:00:00,1.07845,1.07879,1.07825,1.07859
2024-02-19 04:00:00,1.07845,1.07855,1.07831,1.0784
2024-02-19 08:00:00,1.07846,1.07898,1.07803,1.07876
2024-02-19 12:00:00,1.07847,1.07898,1.0773,1.07926
2024-02-19 16:00:00,1.07848,1.07898,1.0771,1.07793
2024-02-19 20:00:00,1.07848,1.07889,1.07783,1.07823
2024-02-20 00:00:00,1.07754,1.07935,1.07645,1.07826
2024-02-20 04:00:00,1.07754,1.07772,1.07725,1.07742
2024-02-20 08:00:00,1.07754,1.07774,1.07721,1.07741
2024-02-20 12:00:00,1.07754,1.07902,1.07665,1.07813
2024-02-20 16:00:00,1.07754,1.07864,1.07625,1.07681
2024-02-20 20:00:00,1.07754,1.07845,1.07625,1.07693
2024-02-21 00:00:00,1.08131,1.08221,1.07982,1.08072
2024-02-21 04:00:00,1.08131,1.08225,1.08014,1.0821
2024-02-21 08:00:00,1.08131,1.08225,1.07967,1.08066
2024-02-21 12:00:00,1.08131,1.08155,1.08092,1.08116
2024-02-21 16:00:00,1.08131,1.08225,1.08038,1.08194
2024-02-21 20:00:00,1.08131,1.08159,1.08085,1.08113
2024-02-22 00:00:00,1.08204,1.08318,1.08051,1.08128
2024-02-22 04:00:00,1.08204,1.08223,1.08172,1.08191
2024-02-22 08:00:00,1.08204,1.08304,1.08051,1.08137
2024-02-22 12:00:00,1.08204,1.0824,1.08182,1.08219
2024-02-22 16:00:00,1.08204,1.08212,1.08191,1.08199
2024-02-22 20:00:00,1.08204,1.08239,1.08147,1.08181
2024-02-23 00:00:00,1.08257,1.08394,1.08173,1.08313
2024-02-23 04:00:00,1.08257,1.08394,1.08158,1.08322
2024-02-23 08:00:00,1.08257,1.08258,1.08255,1.08256
2024-02-23 12:00:00,1.08257,1.08269,1.08236,1.08248
2024-02-23 16:00:00,1.08257,1.08394,1.08157,1.08324
2024-02-23 20:00:00,1.08257,1.08394,1.08166,1.08317
2024-02-26 00:00:00,1.08196,1.08335,1.08134,1.08252
2024-02-26 04:00:00,1.08197,1.08255,1.08162,1.08221
2024-02-26 08:00:00,1.08197,1.08211,1.0819,1.08203
2024-02-26 12:00:00,1.08198,1.08385,1.08134,1.08273
2024-02-26 16:00:00,1.08199,1.08249,1.08134,1.08166
2024-02-26 20:00:00,1.082,1.08246,1.08134,1.08169
2024-02-27 00:00:00,1.08509,1.08605,1.0835,1.08446
2024-02-27 04:00:00,1.08509,1.08533,1.08471,1.08494
2024-02-27 08:00:00,1.08509,1.08517,1.08505,1.08512
2024-02-27 12:00:00,1.08509,1.08604,1.08351,1.08446
2024-02-27 16:00:00,1.08509,1.08549,1.08443,1.08483
2024-02-27 20:00:00,1.08509,1.08528,1.08478,1.08497
2024-02-28 00:00:00,1.08448,1.08472,1.08331,1.08526
2024-02-28 04:00:00,1.08448,1.08472,1.08334,1.08524
2024-02-28 08:00:00,1.08448,1.08472,1.08294,1.08387
2024-02-28 12:00:00,1.08448,1.08469,1.08413,1.08434
2024-02-28 16:00:00,1.08448,1.08472,1.0838,1.08494
2024-02-28 20:00:00,1.08448,1.08472,1.08421,1.08466
2024-02-29 00:00:00,1.08388,1.0847,1.08339,1.08421
2024-02-29 04:00:00,1.08388,1.08531,1.08302,1.08445
2024-02-29 08:00:00,1.08388,1.08423,1.08331,1.08365
2024-02-29 12:00:00,1.08388,1.08468,1.0834,1.0842
2024-02-29 16:00:00,1.08388,1.08444,1.08355,1.08411
2024-02-29 20:00:00,1.08388,1.08492,1.08214,1.08319
2024-03-01 00:00:00,1.0805,1.08116,1.0801,1.08076
2024-03-01 04:00:00,1.0805,1.08157,1.07993,1.07978
2024-03-01 08:00:00,1.0805,1.08115,1.07993,1.08006
2024-03-01 12:00:00,1.0805,1.08143,1.07993,1.07987
2024-03-01 16:00:00,1.0805,1.08114,1.07993,1.08007
2024-03-01 20:00:00,1.0805,1.0823,1.07993,1.08122
2024-03-04 00:00:00,1.08427,1.08571,1.08386,1.08485
2024-03-04 04:00:00,1.08427,1.08477,1.08386,1.08394
2024-03-04 08:00:00,1.08427,1.08608,1.08386,1.08499
2024-03-04 12:00:00,1.08427,1.08518,1.08386,1.08366
2024-03-04 16:00:00,1.08427,1.08504,1.08386,1.08376
2024-03-04 20:00:00,1.08427,1.08438,1.08409,1.0842
2024-03-05 00:00:00,1.08552,1.08659,1.08427,1.0848
2024-03-05 04:00:00,1.08552,1.08573,1.08516,1.08537
2024-03-05 08:00:00,1.08552,1.0858,1.08535,1.08563
2024-03-05 12:00:00,1.08552,1.08663,1.08485,1.08596
2024-03-05 16:00:00,1.08552,1.08658,1.08488,1.08594
2024-03-05 20:00:00,1.08552,1.08751,1.08432,1.08632
2024-03-06 00:00:00,1.0856,1.08572,1.08553,1.08565
2024-03-06 04:00:00,1.0856,1.08693,1.0848,1.08613
2024-03-06 08:00:00,1.0856,1.08649,1.08506,1.08596
2024-03-06 12:00:00,1.0856,1.08667,1.08495,1.08603
2024-03-06 16:00:00,1.0856,1.0861,1.08477,1.08527
2024-03-06 20:00:00,1.0856,1.08586,1.08544,1.08571
2024-03-07 00:00:00,1.08995,1.09119,1.08921,1.09045
2024-03-07 04:00:00,1.08995,1.09013,1.08985,1.09003
2024-03-07 08:00:00,1.08995,1.09137,1.0891,1.09052
2024-03-07 12:00:00,1.08995,1.08997,1.08994,1.08996
2024-03-07 16:00:00,1.08995,1.09055,1.08896,1.08956
2024-03-07 20:00:00,1.08995,1.09089,1.0884,1.08933
2024-03-08 00:00:00,1.09501,1.0956,1.09405,1.09463
2024-03-08 04:00:00,1.09501,1.09549,1.09473,1.0952
2024-03-08 08:00:00,1.09501,1.09511,1.09486,1.09495
2024-03-08 12:00:00,1.09501,1.09598,1.09444,1.0954
2024-03-08 16:00:00,1.09501,1.09531,1.09452,1.09482
2024-03-08 20:00:00,1.09501,1.0961,1.09437,1.09545
2024-03-11 00:00:00,1.0943,1.09473,1.09358,1.09401
2024-03-11 04:00:00,1.0943,1.09505,1.09315,1.09506
2024-03-11 08:00:00,1.0943,1.09478,1.09349,1.09397
2024-03-11 12:00:00,1.0943,1.09505,1.09342,1.09488
2024-03-11 16:00:00,1.0943,1.09446,1.09401,1.09418
2024-03-11 20:00:00,1.0943,1.09491,1.09328,1.09389
2024-03-12 00:00:00,1.09314,1.09421,1.09204,1.09387
2024-03-12 04:00:00,1.09314,1.0934,1.0927,1.09296
2024-03-12 08:00:00,1.09314,1.09401,1.09261,1.09349
2024-03-12 12:00:00,1.09314,1.09394,1.0918,1.0926
2024-03-12 16:00:00,1.09314,1.09421,1.09202,1.09388
2024-03-12 20:00:00,1.09314,1.094,1.09169,1.09256
2024-03-13 00:00:00,1.09278,1.09428,1.09205,1.09338
2024-03-13 04:00:00,1.09278,1.09394,1.09205,1.092
2024-03-13 08:00:00,1.09278,1.09322,1.09205,1.09248
2024-03-13 12:00:00,1.09278,1.09283,1.09268,1.09274
2024-03-13 16:00:00,1.09278,1.09364,1.09226,1.09312
2024-03-13 20:00:00,1.09278,1.09357,1.0923,1.09309
2024-03-14 00:00:00,1.09553,1.09547,1.09464,1.09517
2024-03-14 04:00:00,1.09553,1.09547,1.09383,1.09485
2024-03-14 08:00:00,1.09553,1.09547,1.09392,1.09489
2024-03-14 12:00:00,1.09553,1.09547,1.09353,1.09473
2024-03-14 16:00:00,1.09553,1.09547,1.0949,1.09595
2024-03-14 20:00:00,1.09553,1.09547,1.09407,1.09495
2024-03-15 00:00:00,1.08834,1.0896,1.08759,1.08884
2024-03-15 04:00:00,1.08834,1.08888,1.08745,1.08798
2024-03-15 08:00:00,1.08834,1.08912,1.08738,1.08782
2024-03-15 12:00:00,1.08834,1.08843,1.0882,1.08828
2024-03-15 16:00:00,1.08834,1.08929,1.08777,1.08872
2024-03-15 20:00:00,1.08834,1.08973,1.08751,1.0889
2024-03-18 00:00:00,1.08826,1.08834,1.08821,1.08829
2024-03-18 04:00:00,1.08826,1.08876,1.08808,1.08792
2024-03-18 08:00:00,1.08826,1.08844,1.08808,1.08814
2024-03-18 12:00:00,1.08826,1.09008,1.08808,1.08899
2024-03-18 16:00:00,1.08826,1.08946,1.08808,1.08874
2024-03-18 20:00:00,1.08826,1.08854,1.08808,1.08807
2024-03-19 00:00:00,1.08739,1.08778,1.08692,1.08771
2024-03-19 04:00:00,1.08739,1.08757,1.0871,1.08727
2024-03-19 08:00:00,1.08739,1.08778,1.08672,1.08784
2024-03-19 12:00:00,1.08739,1.08778,1.08654,1.08705
2024-03-19 16:00:00,1.08739,1.0876,1.08705,1.08726
2024-03-19 20:00:00,1.08739,1.08778,1.08711,1.08759
2024-03-20 00:00:00,1.08633,1.08716,1.08495,1.08578
2024-03-20 04:00:00,1.08633,1.08725,1.08578,1.0867
2024-03-20 08:00:00,1.08633,1.087,1.08593,1.0866
2024-03-20 12:00:00,1.08633,1.08743,1.08516,1.08711
2024-03-20 16:00:00,1.08633,1.08722,1.0858,1.08669
2024-03-20 20:00:00,1.08633,1.08683,1.08603,1.08653
2024-03-21 00:00:00,1.09372,1.09407,1.09351,1.09386
2024-03-21 04:00:00,1.09372,1.09433,1.09336,1.09396
2024-03-21 08:00:00,1.09372,1.09445,1.09262,1.09445
2024-03-21 12:00:00,1.09372,1.09445,1.09216,1.0931
2024-03-21 16:00:00,1.09372,1.09445,1.09279,1.09434
2024-03-21 20:00:00,1.09372,1.09415,1.09301,1.09344
2024-03-22 00:00:00,1.08624,1.08696,1.08425,1.08544
2024-03-22 04:00:00,1.08624,1.08687,1.08518,1.08581
2024-03-22 08:00:00,1.08624,1.08634,1.08617,1.08628
2024-03-22 12:00:00,1.08624,1.08645,1.08611,1.08632
2024-03-22 16:00:00,1.08624,1.08643,1.08612,1.08631
2024-03-22 20:00:00,1.08624,1.0866,1.08602,1.08638
2024-03-25 00:00:00,1.08075,1.08188,1.08026,1.08001
2024-03-25 04:00:00,1.08075,1.08275,1.08026,1.08155
2024-03-25 08:00:00,1.08075,1.08093,1.08046,1.08064
2024-03-25 12:00:00,1.08075,1.08157,1.08026,1.08021
2024-03-25 16:00:00,1.08075,1.08142,1.08026,1.08031
2024-03-25 20:00:00,1.08075,1.08164,1.08026,1.08111
2024-03-26 00:00:00,1.08382,1.08422,1.08316,1.08356
2024-03-26 04:00:00,1.08382,1.08407,1.08367,1.08392
2024-03-26 08:00:00,1.08382,1.08563,1.08274,1.08455
2024-03-26 12:00:00,1.08382,1.08391,1.08368,1.08377
2024-03-26 16:00:00,1.08382,1.08406,1.08368,1.08392
2024-03-26 20:00:00,1.08382,1.08428,1.08306,1.08352
2024-03-27 00:00:00,1.08324,1.08393,1.08269,1.0836
2024-03-27 04:00:00,1.08324,1.08393,1.08271,1.08359
2024-03-27 08:00:00,1.08324,1.08349,1.08281,1.08307
2024-03-27 12:00:00,1.08324,1.08353,1.08274,1.08304
2024-03-27 16:00:00,1.08324,1.08393,1.08282,1.08352
2024-03-27 20:00:00,1.08324,1.08393,1.08282,1.08352
2024-03-28 00:00:00,1.08134,1.08273,1.0805,1.08189
2024-03-28 04:00:00,1.08134,1.08284,1.08021,1.08209
2024-03-28 08:00:00,1.08134,1.08183,1.08053,1.08101
2024-03-28 12:00:00,1.08134,1.08172,1.0807,1.08108
2024-03-28 16:00:00,1.08134,1.08167,1.08079,1.08112
2024-03-28 20:00:00,1.08134,1.08163,1.08116,1.08146
2024-03-29 00:00:00,1.07945,1.07996,1.0786,1.07911
2024-03-29 04:00:00,1.07945,1.07983,1.07922,1.0796
2024-03-29 08:00:00,1.07945,1.07957,1.07937,1.0795
2024-03-29 12:00:00,1.07945,1.08018,1.07822,1.07896
2024-03-29 16:00:00,1.07945,1.08055,1.07878,1.07989
2024-03-29 20:00:00,1.07945,1.08051,1.07881,1.07987
2024-04-01 00:00:00,1.07927,1.08015,1.07764,1.07862
2024-04-01 04:00:00,1.07927,1.07963,1.07906,1.07942
2024-04-01 08:00:00,1.07927,1.07982,1.07894,1.07949
2024-04-01 12:00:00,1.07927,1.08015,1.07767,1.07863
2024-04-01 16:00:00,1.07927,1.07995,1.07815,1.07882
2024-04-01 20:00:00,1.07927,1.08015,1.07872,1.07964
2024-04-02 00:00:00,1.07372,1.07437,1.07264,1.07329
2024-04-02 04:00:00,1.07372,1.07446,1.07254,1.07323
2024-04-02 08:00:00,1.07372,1.07468,1.07254,1.07308
2024-04-02 12:00:00,1.07372,1.07383,1.07366,1.07377
2024-04-02 16:00:00,1.07372,1.0757,1.07254,1.07451
2024-04-02 20:00:00,1.07372,1.07376,1.07365,1.07369
2024-04-03 00:00:00,1.07686,1.07804,1.07647,1.07733
2024-04-03 04:00:00,1.07686,1.07818,1.07647,1.07738
2024-04-03 08:00:00,1.07686,1.07693,1.07681,1.07688
2024-04-03 12:00:00,1.07686,1.07767,1.07647,1.07631
2024-04-03 16:00:00,1.07686,1.0777,1.07647,1.07629
2024-04-03 20:00:00,1.07686,1.07778,1.07647,1.07723
2024-04-04 00:00:00,1.08383,1.08497,1.08351,1.08429
2024-04-04 04:00:00,1.08383,1.08402,1.08352,1.08371
2024-04-04 08:00:00,1.08383,1.08401,1.08373,1.0839
2024-04-04 12:00:00,1.08383,1.08393,1.08368,1.08377
2024-04-04 16:00:00,1.08383,1.08403,1.08351,1.08371
2024-04-04 20:00:00,1.08383,1.08514,1.08351,1.08436
2024-04-05 00:00:00,1.08371,1.08395,1.08329,1.08354
2024-04-05 04:00:00,1.08371,1.08441,1.08328,1.08399
2024-04-05 08:00:00,1.08371,1.08476,1.08194,1.083
2024-04-05 12:00:00,1.08371,1.08461,1.0822,1.0831
2024-04-05 16:00:00,1.08371,1.08435,1.08263,1.08327
2024-04-05 20:00:00,1.08371,1.08412,1.08346,1.08387
2024-04-08 00:00:00,1.08305,1.08326,1.08269,1.0829
2024-04-08 04:00:00,1.08305,1.08395,1.08251,1.08341
2024-04-08 08:00:00,1.08305,1.08368,1.08216,1.08263
