datetime,open,high,low,close
2021-02-02 12:00:00,1.20682,1.20751,1.20568,1.20637
2021-02-02 16:00:00,1.20684,1.20732,1.20605,1.20653
2021-02-02 20:00:00,1.20685,1.20873,1.20573,1.20762
2021-02-03 00:00:00,1.20391,1.20454,1.20353,1.20416
2021-02-03 04:00:00,1.20391,1.20469,1.2026,1.20338
2021-02-03 08:00:00,1.20391,1.20463,1.20347,1.2042
2021-02-03 12:00:00,1.20391,1.205,1.20309,1.20445
2021-02-03 16:00:00,1.20391,1.205,1.20295,1.20455
2021-02-03 20:00:00,1.20391,1.20461,1.20274,1.20344
2021-02-04 00:00:00,1.20418,1.20438,1.20311,1.20491
2021-02-04 04:00:00,1.20419,1.20438,1.20313,1.20377
2021-02-04 08:00:00,1.2042,1.20438,1.20283,1.20366
2021-02-04 12:00:00,1.20421,1.20438,1.2039,1.20443
2021-02-04 16:00:00,1.20422,1.20438,1.20238,1.20349
2021-02-04 20:00:00,1.20423,1.20438,1.20352,1.20471
2021-02-05 00:00:00,1.19674,1.1976,1.19536,1.19616
2021-02-05 04:00:00,1.19673,1.19773,1.19536,1.19606
2021-02-05 08:00:00,1.19672,1.19798,1.19596,1.19722
2021-02-05 12:00:00,1.19671,1.19855,1.1956,1.19744
2021-02-05 16:00:00,1.1967,1.19773,1.19607,1.1971
2021-02-05 20:00:00,1.19669,1.19795,1.19592,1.19718
2021-02-08 00:00:00,1.20494,1.20667,1.20389,1.20562
2021-02-08 04:00:00,1.20493,1.20513,1.20457,1.20478
2021-02-08 08:00:00,1.20492,1.20535,1.20418,1.20462
2021-02-08 12:00:00,1.20491,1.20573,1.20441,1.20523
2021-02-08 16:00:00,1.2049,1.2054,1.20459,1.20509
2021-02-08 20:00:00,1.20489,1.20562,1.20444,1.20517
2021-02-09 00:00:00,1.20525,1.20612,1.20502,1.20561
2021-02-09 04:00:00,1.20527,1.20615,1.20502,1.20563
2021-02-09 08:00:00,1.20529,1.20596,1.20502,1.20486
2021-02-09 12:00:00,1.20531,1.20631,1.20502,1.20466
2021-02-09 16:00:00,1.20532,1.20534,1.20532,1.20534
2021-02-09 20:00:00,1.20534,1.20712,1.20502,1.20606
2021-02-10 00:00:00,1.2117,1.21268,1.21113,1.21212
2021-02-10 04:00:00,1.21175,1.21255,1.21102,1.21126
2021-02-10 08:00:00,1.2118,1.21284,1.21102,1.21115
2021-02-10 12:00:00,1.21185,1.21223,1.21165,1.21203
2021-02-10 16:00:00,1.2119,1.21228,1.2117,1.21208
2021-02-10 20:00:00,1.21195,1.2127,1.21153,1.21228
2021-02-11 00:00:00,1.21194,1.21256,1.21143,1.21156
2021-02-11 04:00:00,1.21197,1.2121,1.2118,1.21192
2021-02-11 08:00:00,1.212,1.21283,1.21153,1.21235
2021-02-11 12:00:00,1.21203,1.21285,1.21143,1.21152
2021-02-11 16:00:00,1.21206,1.21281,1.21143,1.21159
2021-02-11 20:00:00,1.21209,1.21224,1.21188,1.21202
2021-02-12 00:00:00,1.213,1.21359,1.21203,1.21263
2021-02-12 04:00:00,1.21303,1.21359,1.21202,1.21372
2021-02-12 08:00:00,1.21305,1.21359,1.21184,1.21258
2021-02-12 12:00:00,1.21308,1.21332,1.2127,1.21294
2021-02-12 16:00:00,1.2131,1.21359,1.21234,1.21363
2021-02-12 20:00:00,1.21313,1.21359,1.2113,1.21241
2021-02-15 00:00:00,1.21211,1.2128,1.21174,1.21239
2021-02-15 04:00:00,1.21212,1.21329,1.21174,1.21136
2021-02-15 08:00:00,1.21214,1.21387,1.21174,1.21284
2021-02-15 12:00:00,1.21216,1.21308,1.21174,1.21156
2021-02-15 16:00:00,1.21218,1.21301,1.21174,1.21164
2021-02-15 20:00:00,1.21219,1.21264,1.21193,1.21238
2021-02-16 00:00:00,1.21324,1.21462,1.21241,1.21379
2021-02-16 04:00:00,1.21324,1.21339,1.21298,1.21313
2021-02-16 08:00:00,1.21323,1.21332,1.21309,1.21317
2021-02-16 12:00:00,1.21323,1.21457,1.21242,1.21376
2021-02-16 16:00:00,1.21323,1.21326,1.2132,1.21324
2021-02-16 20:00:00,1.21322,1.21332,1.21306,1.21316
2021-02-17 00:00:00,1.20885,1.20935,1.20809,1.20859
2021-02-17 04:00:00,1.20892,1.20925,1.20843,1.20877
2021-02-17 08:00:00,1.20899,1.2094,1.20836,1.20878
2021-02-17 12:00:00,1.20905,1.20939,1.20889,1.20923
2021-02-17 16:00:00,1.20912,1.20983,1.20844,1.20963
2021-02-17 20:00:00,1.20918,1.20983,1.20865,1.2096
2021-02-18 00:00:00,1.20459,1.20534,1.20416,1.20491
2021-02-18 04:00:00,1.20462,1.20637,1.20363,1.20534
2021-02-18 08:00:00,1.20466,1.20616,1.20378,1.20528
2021-02-18 12:00:00,1.20469,1.20643,1.20367,1.20541
2021-02-18 16:00:00,1.20473,1.20583,1.20363,1.20403
2021-02-18 20:00:00,1.20476,1.20502,1.20438,1.20463
2021-02-19 00:00:00,1.20918,1.20951,1.20897,1.20931
2021-02-19 04:00:00,1.20918,1.20927,1.20903,1.20912
2021-02-19 08:00:00,1.20918,1.2099,1.20875,1.20947
2021-02-19 12:00:00,1.20918,1.21113,1.2083,1.20996
2021-02-19 16:00:00,1.20918,1.21002,1.2083,1.20863
2021-02-19 20:00:00,1.20919,1.20959,1.20852,1.20892
2021-02-22 00:00:00,1.21244,1.21429,1.21136,1.2132
2021-02-22 04:00:00,1.21248,1.21265,1.21222,1.21239
2021-02-22 08:00:00,1.21251,1.21271,1.21221,1.21241
2021-02-22 12:00:00,1.21254,1.21406,1.21165,1.21317
2021-02-22 16:00:00,1.21257,1.21367,1.21077,1.21187
2021-02-22 20:00:00,1.2126,1.21352,1.21111,1.21203
2021-02-23 00:00:00,1.21669,1.21759,1.2152,1.21609
2021-02-23 04:00:00,1.21669,1.21788,1.21552,1.21747
2021-02-23 08:00:00,1.21669,1.21767,1.21504,1.21603
2021-02-23 12:00:00,1.21669,1.21692,1.21629,1.21653
2021-02-23 16:00:00,1.21668,1.21788,1.21575,1.21731
2021-02-23 20:00:00,1.21668,1.21696,1.21622,1.21649
2021-02-24 00:00:00,1.2152,1.21634,1.2133,1.21444
2021-02-24 04:00:00,1.2152,1.2154,1.21488,1.21508
2021-02-24 08:00:00,1.2152,1.2162,1.21354,1.21454
2021-02-24 12:00:00,1.21521,1.21557,1.21499,1.21536
2021-02-24 16:00:00,1.21521,1.21529,1.21508,1.21516
2021-02-24 20:00:00,1.21521,1.21556,1.21464,1.21498
2021-02-25 00:00:00,1.21695,1.21838,1.21611,1.21754
2021-02-25 04:00:00,1.21698,1.21865,1.216,1.21767
2021-02-25 08:00:00,1.21701,1.21705,1.217,1.21704
2021-02-25 12:00:00,1.21704,1.21717,1.21687,1.21699
2021-02-25 16:00:00,1.21708,1.21878,1.21607,1.21777
2021-02-25 20:00:00,1.21711,1.21865,1.2162,1.21774
2021-02-26 00:00:00,1.21601,1.2174,1.21518,1.21657
2021-02-26 04:00:00,1.21602,1.2166,1.21567,1.21625
2021-02-26 08:00:00,1.21602,1.21615,1.21595,1.21608
2021-02-26 12:00:00,1.21603,1.21789,1.21491,1.21678
2021-02-26 16:00:00,1.21603,1.21653,1.21521,1.2157
2021-02-26 20:00:00,1.21604,1.2165,1.21527,1.21573
2021-03-01 00:00:00,1.20909,1.21005,1.20747,1.20843
2021-03-01 04:00:00,1.20907,1.2093,1.20866,1.20889
2021-03-01 08:00:00,1.20905,1.2091,1.209,1.20905
2021-03-01 12:00:00,1.20902,1.20997,1.20742,1.20837
2021-03-01 16:00:00,1.209,1.2094,1.20832,1.20871
2021-03-01 20:00:00,1.20898,1.20916,1.20865,1.20883
2021-03-02 00:00:00,1.20491,1.2069,1.20373,1.20572
2021-03-02 04:00:00,1.20494,1.20688,1.2038,1.20574
2021-03-02 08:00:00,1.20497,1.2059,1.20347,1.20439
2021-03-02 12:00:00,1.20501,1.20522,1.20469,1.2049
2021-03-02 16:00:00,1.20504,1.20622,1.20436,1.20553
2021-03-02 20:00:00,1.20508,1.20557,1.2048,1.20529
2021-03-03 00:00:00,1.2085,1.20933,1.20801,1.20884
2021-03-03 04:00:00,1.20851,1.20995,1.20765,1.20909
2021-03-03 08:00:00,1.20852,1.20886,1.20795,1.20829
2021-03-03 12:00:00,1.20852,1.20933,1.20804,1.20885
2021-03-03 16:00:00,1.20853,1.2091,1.2082,1.20876
2021-03-03 20:00:00,1.20854,1.20958,1.20681,1.20785
2021-03-04 00:00:00,1.20483,1.20553,1.20444,1.20514
2021-03-04 04:00:00,1.20487,1.20595,1.20312,1.20419
2021-03-04 08:00:00,1.20491,1.20556,1.20387,1.20452
2021-03-04 12:00:00,1.20495,1.20589,1.20343,1.20437
2021-03-04 16:00:00,1.20499,1.20563,1.20395,1.2046
2021-03-04 20:00:00,1.20503,1.2064,1.20395,1.20579
2021-03-05 00:00:00,1.19686,1.19686,1.19599,1.19742
2021-03-05 04:00:00,1.19685,1.19686,1.196,1.1965
2021-03-05 08:00:00,1.19683,1.19686,1.19574,1.19754
2021-03-05 12:00:00,1.19682,1.19686,1.19529,1.1962
2021-03-05 16:00:00,1.1968,1.19686,1.19551,1.19628
2021-03-05 20:00:00,1.19679,1.19686,1.19659,1.1967
2021-03-08 00:00:00,1.19246,1.19322,1.1907,1.19177
2021-03-08 04:00:00,1.19248,1.19269,1.19214,1.19235
2021-03-08 08:00:00,1.1925,1.19279,1.19233,1.19263
2021-03-08 12:00:00,1.19251,1.19322,1.19184,1.19298
2021-03-08 16:00:00,1.19253,1.19322,1.19189,1.19297
2021-03-08 20:00:00,1.19255,1.19322,1.19135,1.19336
2021-03-09 00:00:00,1.1852,1.18531,1.18513,1.18524
2021-03-09 04:00:00,1.18519,1.18652,1.1844,1.18572
2021-03-09 08:00:00,1.18519,1.18608,1.18465,1.18554
2021-03-09 12:00:00,1.18519,1.18626,1.18454,1.18561
2021-03-09 16:00:00,1.18518,1.18568,1.18435,1.18485
2021-03-09 20:00:00,1.18518,1.18544,1.18502,1.18528
2021-03-10 00:00:00,1.18967,1.19092,1.18893,1.19018
2021-03-10 04:00:00,1.18969,1.18989,1.18958,1.18978
2021-03-10 08:00:00,1.18971,1.19115,1.18886,1.1903
2021-03-10 12:00:00,1.18973,1.18977,1.18972,1.18976
2021-03-10 16:00:00,1.18975,1.19035,1.18878,1.18937
2021-03-10 20:00:00,1.18977,1.1907,1.18824,1.18917
2021-03-11 00:00:00,1.19275,1.19333,1.19176,1.19234
2021-03-11 04:00:00,1.19272,1.19317,1.19244,1.19289
2021-03-11 08:00:00,1.1927,1.1928,1.19252,1.19261
2021-03-11 12:00:00,1.19268,1.19362,1.1921,1.19304
2021-03-11 16:00:00,1.19265,1.19295,1.19214,1.19243
2021-03-11 20:00:00,1.19263,1.19369,1.19198,1.19304
2021-03-12 00:00:00,1.19816,1.19859,1.19752,1.19795
2021-03-12 04:00:00,1.19824,1.19904,1.1971,1.19908
2021-03-12 08:00:00,1.19831,1.1988,1.19758,1.19807
2021-03-12 12:00:00,1.19839,1.19904,1.19751,1.19904
2021-03-12 16:00:00,1.19846,1.19863,1.19825,1.19842
2021-03-12 20:00:00,1.19854,1.19904,1.19759,1.1982
2021-03-15 00:00:00,1.19511,1.19654,1.19402,1.19583
2021-03-15 04:00:00,1.1951,1.19536,1.19464,1.1949
2021-03-15 08:00:00,1.19508,1.19594,1.19455,1.19541
2021-03-15 12:00:00,1.19506,1.19586,1.1937,1.1945
2021-03-15 16:00:00,1.19504,1.19654,1.19392,1.19576
2021-03-15 20:00:00,1.19502,1.19589,1.19355,1.19442
2021-03-16 00:00:00,1.19273,1.19421,1.19183,1.19331
2021-03-16 04:00:00,1.19271,1.19387,1.19074,1.19191
2021-03-16 08:00:00,1.19268,1.19312,1.19192,1.19236
2021-03-16 12:00:00,1.19266,1.19271,1.19253,1.19259
2021-03-16 16:00:00,1.19263,1.19347,1.19211,1.19295
2021-03-16 20:00:00,1.1926,1.19337,1.19213,1.19289
2021-03-17 00:00:00,1.19021,1.19074,1.18931,1.18985
2021-03-17 04:00:00,1.1902,1.19122,1.18876,1.18951
2021-03-17 08:00:00,1.19019,1.19116,1.18876,1.18954
2021-03-17 12:00:00,1.19019,1.19139,1.18876,1.18938
2021-03-17 16:00:00,1.19018,1.19123,1.18954,1.1906
2021-03-17 20:00:00,1.19017,1.19105,1.18876,1.18958
2021-03-18 00:00:00,1.19806,1.1991,1.19731,1.1986
2021-03-18 04:00:00,1.1981,1.19863,1.19724,1.19778
2021-03-18 08:00:00,1.19814,1.19891,1.19687,1.19765
2021-03-18 12:00:00,1.19817,1.19826,1.19806,1.19815
2021-03-18 16:00:00,1.19821,1.1991,1.19764,1.19862
2021-03-18 20:00:00,1.19824,1.1991,1.19741,1.19883
2021-03-19 00:00:00,1.19177,1.19186,1.19172,1.19181
2021-03-19 04:00:00,1.19178,1.19228,1.19095,1.19145
2021-03-19 08:00:00,1.19179,1.19197,1.19149,1.19167
2021-03-19 12:00:00,1.1918,1.19362,1.1907,1.19253
2021-03-19 16:00:00,1.19181,1.19302,1.19108,1.1923
2021-03-19 20:00:00,1.19181,1.1921,1.19135,1.19164
2021-03-22 00:00:00,1.18845,1.18921,1.18798,1.18874
2021-03-22 04:00:00,1.18843,1.18861,1.18811,1.18829
2021-03-22 08:00:00,1.18841,1.1895,1.18774,1.18883
2021-03-22 12:00:00,1.18838,1.1889,1.18761,1.18802
2021-03-22 16:00:00,1.18836,1.18856,1.18799,1.1882
2021-03-22 20:00:00,1.18834,1.18879,1.18805,1.1885
2021-03-23 00:00:00,1.19333,1.19416,1.19194,1.19277
2021-03-23 04:00:00,1.19333,1.19424,1.19278,1.19369
2021-03-23 08:00:00,1.19332,1.19398,1.19292,1.19358
2021-03-23 12:00:00,1.19332,1.19432,1.19215,1.19409
2021-03-23 16:00:00,1.19331,1.1942,1.19278,1.19366
2021-03-23 20:00:00,1.19331,1.1938,1.19301,1.1935
2021-03-24 00:00:00,1.18412,1.18445,1.18391,1.18424
2021-03-24 04:00:00,1.1841,1.18469,1.18374,1.18433
2021-03-24 08:00:00,1.18409,1.18511,1.18299,1.1848
2021-03-24 12:00:00,1.18407,1.18501,1.18249,1.18343
2021-03-24 16:00:00,1.18405,1.18511,1.18312,1.18466
2021-03-24 20:00:00,1.18404,1.18446,1.18331,1.18374
2021-03-25 00:00:00,1.18138,1.18257,1.17938,1.18057
2021-03-25 04:00:00,1.18137,1.182,1.18029,1.18093
2021-03-25 08:00:00,1.18135,1.18144,1.18129,1.18138
2021-03-25 12:00:00,1.18134,1.18154,1.18121,1.18142
2021-03-25 16:00:00,1.18133,1.18151,1.18122,1.18139
2021-03-25 20:00:00,1.18132,1.18167,1.1811,1.18145
2021-03-26 00:00:00,1.17761,1.17873,1.17726,1.17687
2021-03-26 04:00:00,1.17762,1.17962,1.17726,1.17842
2021-03-26 08:00:00,1.17763,1.1778,1.17734,1.17752
2021-03-26 12:00:00,1.17763,1.17845,1.17726,1.1771
2021-03-26 16:00:00,1.17764,1.17831,1.17726,1.17721
2021-03-26 20:00:00,1.17765,1.17855,1.17726,1.17802
2021-03-29 00:00:00,1.17876,1.17916,1.1781,1.1785
2021-03-29 04:00:00,1.17877,1.17902,1.17862,1.17887
2021-03-29 08:00:00,1.17877,1.17936,1.17769,1.17951
2021-03-29 12:00:00,1.17878,1.17886,1.17865,1.17873
2021-03-29 16:00:00,1.17879,1.17904,1.17864,1.17889
2021-03-29 20:00:00,1.17879,1.17925,1.17804,1.1785
2021-03-30 00:00:00,1.17691,1.17758,1.17637,1.17731
2021-03-30 04:00:00,1.17694,1.17758,1.17642,1.17733
2021-03-30 08:00:00,1.17698,1.17723,1.17658,1.17684
2021-03-30 12:00:00,1.17701,1.1773,1.17655,1.17684
2021-03-30 16:00:00,1.17704,1.17758,1.17662,1.17735
2021-03-30 20:00:00,1.17707,1.17758,1.17665,1.17738
2021-03-31 00:00:00,1.17233,1.17373,1.1715,1.17289
2021-03-31 04:00:00,1.17234,1.17422,1.17121,1.17309
2021-03-31 08:00:00,1.17234,1.17283,1.17154,1.17202
2021-03-31 12:00:00,1.17235,1.17273,1.17171,1.1721
2021-03-31 16:00:00,1.17235,1.17268,1.17181,1.17214
2021-03-31 20:00:00,1.17236,1.17266,1.17218,1.17248
2021-04-01 00:00:00,1.1729,1.17341,1.17205,1.17255
2021-04-01 04:00:00,1.17289,1.17327,1.17267,1.17304
2021-04-01 08:00:00,1.17289,1.17302,1.17282,1.17294
2021-04-01 12:00:00,1.17289,1.17363,1.17166,1.1724
2021-04-01 16:00:00,1.17289,1.17399,1.17222,1.17333
2021-04-01 20:00:00,1.17289,1.17395,1.17225,1.17331
2021-04-02 00:00:00,1.17777,1.1787,1.17618,1.17716
2021-04-02 04:00:00,1.17781,1.17821,1.17759,1.17799
2021-04-02 08:00:00,1.17785,1.17844,1.17752,1.1781
2021-04-02 12:00:00,1.17788,1.1787,1.17632,1.17728
2021-04-02 16:00:00,1.17792,1.1786,1.17683,1.17751
2021-04-02 20:00:00,1.17796,1.1787,1.1774,1.17836
2021-04-05 00:00:00,1.17664,1.17728,1.17559,1.17624
2021-04-05 04:00:00,1.17667,1.17741,1.17546,1.1762
2021-04-05 08:00:00,1.1767,1.17766,1.17512,1.17609
2021-04-05 12:00:00,1.17673,1.17687,1.17666,1.1768
2021-04-05 16:00:00,1.17676,1.17876,1.17557,1.17758
2021-04-05 20:00:00,1.17679,1.17683,1.17674,1.17679
2021-04-06 00:00:00,1.18191,1.18309,1.1812,1.18238
2021-04-06 04:00:00,1.1819,1.18323,1.18111,1.18243
2021-04-06 08:00:00,1.1819,1.18197,1.18186,1.18193
2021-04-06 12:00:00,1.1819,1.18271,1.18055,1.18136
2021-04-06 16:00:00,1.1819,1.18275,1.18048,1.18133
2021-04-06 20:00:00,1.1819,1.18282,1.18134,1.18227
2021-04-07 00:00:00,1.18755,1.18867,1.18687,1.18798
2021-04-07 04:00:00,1.18753,1.18772,1.18719,1.18738
2021-04-07 08:00:00,1.18751,1.18766,1.1874,1.18756
2021-04-07 12:00:00,1.18749,1.18758,1.18731,1.1874
2021-04-07 16:00:00,1.18747,1.18766,1.18712,1.18732
2021-04-07 20:00:00,1.18744,1.18873,1.18666,1.18795
2021-04-08 00:00:00,1.1872,1.18745,1.18681,1.18706
2021-04-08 04:00:00,1.18723,1.18796,1.1868,1.18754
2021-04-08 08:00:00,1.18725,1.18831,1.18618,1.18658
2021-04-08 12:00:00,1.18728,1.18818,1.18618,1.18671
2021-04-08 16:00:00,1.18731,1.18796,1.18626,1.18691
2021-04-08 20:00:00,1.18734,1.18778,1.18709,1.18753
2021-04-09 00:00:00,1.19157,1.19178,1.19121,1.19142
2021-04-09 04:00:00,1.19157,1.19232,1.19103,1.19193
2021-04-09 08:00:00,1.19157,1.1922,1.19052,1.19115
